,Estado,Fecha,Camas,CamasCovid
42434,Maine,2022-07-22,2235.0,152.0
38409,Virginia Occidental,2022-07-22,4716.0,398.0
34052,Indiana,2022-07-22,12743.0,739.0
40205,Luisiana,2022-07-22,8863.0,588.0
38973,Míchigan,2022-07-22,18005.0,932.0
39627,carolina del Sur,2022-07-22,8833.0,575.0
37475,Nueva Jersey,2022-07-22,17486.0,1111.0
38966,Florida,2022-07-22,46980.0,4493.0
43576,Arkansas,2022-07-22,6568.0,506.0
44800,Tennessee,2022-07-22,14842.0,883.0
45647,Washington DC,2022-07-22,2769.0,208.0
38138,Montana,2022-07-22,2088.0,135.0
42349,Connecticut,2022-07-22,6321.0,368.0
41558,Carolina del Norte,2022-07-22,18215.0,1473.0
35408,Nuevo México,2022-07-22,3123.0,236.0
44189,Dakota del Norte,2022-07-22,1727.0,93.0
37207,Utah,2022-07-22,4603.0,235.0
41624,Kentucky,2022-07-22,9967.0,722.0
40477,Nuevo Hampshire,2022-07-22,2322.0,103.0
42243,Virginia,2022-07-22,13296.0,873.0
39945,Ohio,2022-07-22,22786.0,1460.0
46526,Misuri,2022-07-22,14256.0,1116.0
40622,Wisconsin,2022-07-22,8498.0,499.0
34725,Texas,2022-07-22,50287.0,3904.0
36318,Delaware,2022-07-22,2649.0,217.0
42392,Minnesota,2022-07-22,8136.0,473.0
40052,Arizona,2022-07-22,12595.0,825.0
45525,Puerto Rico,2022-07-22,5879.0,354.0
34713,Wyoming,2022-07-22,818.0,32.0
37006,Vermont,2022-07-22,973.0,25.0
36123,Oklahoma,2022-07-22,7531.0,455.0
34960,Colorado,2022-07-22,8117.0,356.0
37560,Alaska,2022-07-22,1450.0,90.0
41406,Dakota del Sur,2022-07-22,1634.0,66.0
44394,Nevada,2022-07-22,6578.0,448.0
42263,Pensilvania,2022-07-22,27229.0,1645.0
44890,Hawái,2022-07-22,2081.0,203.0
36361,Massachusetts,2022-07-22,15788.0,690.0
33990,Iowa,2022-07-22,4855.0,297.0
45359,Maryland,2022-07-22,9718.0,763.0
36997,Rhode Island,2022-07-22,2070.0,65.0
35487,California,2022-07-22,50443.0,5045.0
44602,Kansas,2022-07-22,5163.0,291.0
45092,Oregón,2022-07-22,5416.0,527.0
40607,Oregón,2022-07-21,5463.0,558.0
38887,Misuri,2022-07-21,14366.0,1138.0
37683,Georgia,2022-07-21,18591.0,1834.0
40333,Colorado,2022-07-21,8239.0,379.0
35207,Washington DC,2022-07-21,2701.0,204.0
40181,Alabama,2022-07-21,11422.0,836.0
36151,Misisipi,2022-07-21,5809.0,461.0
40608,Vermont,2022-07-21,983.0,34.0
37698,California,2022-07-21,51070.0,5130.0
38689,Nebraska,2022-07-21,3480.0,213.0
43077,Nevada,2022-07-21,6641.0,481.0
40584,Kansas,2022-07-21,5185.0,283.0
37227,Dakota del Sur,2022-07-21,1609.0,65.0
36771,Indiana,2022-07-21,12834.0,744.0
44577,Pensilvania,2022-07-21,27526.0,1674.0
332,Islas Virgenes,2022-07-21,83.0,2.0
34729,Tennessee,2022-07-21,15054.0,877.0
36125,Luisiana,2022-07-21,8967.0,577.0
43655,Washington,2022-07-21,10366.0,943.0
34890,Puerto Rico,2022-07-21,5839.0,351.0
46278,Nueva Jersey,2022-07-21,17551.0,1117.0
331,Samoa Estadounidense,2022-07-21,75.0,5.0
39486,Virginia,2022-07-21,13460.0,856.0
35989,Arizona,2022-07-21,12666.0,790.0
39157,Massachusetts,2022-07-21,15964.0,673.0
34478,Montana,2022-07-21,2116.0,132.0
36920,Nuevo Hampshire,2022-07-21,2357.0,119.0
44533,Connecticut,2022-07-21,6377.0,394.0
39030,carolina del Sur,2022-07-21,8900.0,559.0
42178,Delaware,2022-07-21,2696.0,236.0
46202,Texas,2022-07-21,51007.0,3971.0
41395,Maryland,2022-07-21,9710.0,781.0
35477,Wisconsin,2022-07-21,9098.0,543.0
38468,Oklahoma,2022-07-21,7783.0,421.0
35430,Míchigan,2022-07-21,18125.0,960.0
38359,Minnesota,2022-07-21,8105.0,461.0
42471,Rhode Island,2022-07-21,2093.0,70.0
39266,Virginia Occidental,2022-07-21,4688.0,358.0
45254,Nueva York,2022-07-21,39467.0,3085.0
42006,Idaho,2022-07-21,2277.0,178.0
41494,Wyoming,2022-07-21,822.0,32.0
42917,Utah,2022-07-21,4575.0,232.0
43610,Maine,2022-07-21,2276.0,151.0
37658,Nuevo México,2022-07-21,3107.0,258.0
42955,Dakota del Norte,2022-07-21,1782.0,86.0
42821,Arkansas,2022-07-21,6739.0,515.0
34435,Hawái,2022-07-21,2077.0,202.0
43803,Carolina del Norte,2022-07-21,18405.0,1438.0
41099,Florida,2022-07-21,47303.0,4450.0
40136,Illinois,2022-07-21,22343.0,1447.0
43594,Alaska,2022-07-21,1481.0,87.0
45959,Kentucky,2022-07-21,10128.0,717.0
46151,Iowa,2022-07-21,4912.0,270.0
35510,Ohio,2022-07-21,23139.0,1431.0
39850,Washington DC,2022-07-20,2742.0,218.0
34717,Washington,2022-07-20,10421.0,921.0
43899,Colorado,2022-07-20,8254.0,352.0
44931,Carolina del Norte,2022-07-20,18321.0,1454.0
39839,Nebraska,2022-07-20,3502.0,211.0
45436,Míchigan,2022-07-20,18133.0,937.0
36322,Ohio,2022-07-20,22982.0,1482.0
37994,Georgia,2022-07-20,18640.0,1847.0
35545,Maryland,2022-07-20,9740.0,777.0
35493,Arizona,2022-07-20,12682.0,791.0
40632,Indiana,2022-07-20,12897.0,752.0
37275,Illinois,2022-07-20,22369.0,1466.0
40542,Islas Virgenes,2022-07-20,88.0,5.0
36961,Utah,2022-07-20,4601.0,239.0
34743,Alabama,2022-07-20,11409.0,837.0
36052,Delaware,2022-07-20,2680.0,245.0
36576,Idaho,2022-07-20,2327.0,193.0
36298,Rhode Island,2022-07-20,2076.0,56.0
39584,Misuri,2022-07-20,14466.0,1122.0
41550,Montana,2022-07-20,2112.0,130.0
44249,Nueva Jersey,2022-07-20,17551.0,1143.0
38443,Arkansas,2022-07-20,6642.0,506.0
333,Samoa Estadounidense,2022-07-20,64.0,7.0
37901,Dakota del Sur,2022-07-20,1567.0,78.0
41838,Hawái,2022-07-20,2079.0,195.0
42413,Oregón,2022-07-20,5461.0,559.0
40139,Nueva York,2022-07-20,39453.0,3117.0
40086,Massachusetts,2022-07-20,15969.0,683.0
33988,Kentucky,2022-07-20,9892.0,705.0
44114,Kansas,2022-07-20,5211.0,284.0
43101,Luisiana,2022-07-20,8939.0,598.0
46301,carolina del Sur,2022-07-20,9016.0,532.0
34971,Maine,2022-07-20,2270.0,146.0
46580,Florida,2022-07-20,47307.0,4615.0
46345,Iowa,2022-07-20,4967.0,267.0
36207,Wyoming,2022-07-20,818.0,32.0
34049,Dakota del Norte,2022-07-20,1755.0,79.0
44743,Vermont,2022-07-20,978.0,29.0
46398,California,2022-07-20,50931.0,5226.0
37335,Nevada,2022-07-20,6730.0,466.0
43027,Wisconsin,2022-07-20,8641.0,518.0
45320,Oklahoma,2022-07-20,7662.0,451.0
41292,Tennessee,2022-07-20,15002.0,893.0
42591,Pensilvania,2022-07-20,27771.0,1643.0
43979,Texas,2022-07-20,50490.0,3849.0
44457,Alaska,2022-07-20,1502.0,89.0
40004,Virginia Occidental,2022-07-20,4681.0,363.0
38733,Puerto Rico,2022-07-20,5815.0,359.0
35791,Misisipi,2022-07-20,5826.0,485.0
34821,Nuevo México,2022-07-20,3090.0,247.0
43221,Connecticut,2022-07-20,6390.0,382.0
40792,Nuevo Hampshire,2022-07-20,2369.0,128.0
42544,Minnesota,2022-07-20,8082.0,477.0
37148,Virginia,2022-07-20,13444.0,844.0
35462,Rhode Island,2022-07-19,2066.0,62.0
44143,Washington,2022-07-19,9444.0,893.0
43872,Dakota del Sur,2022-07-19,1460.0,83.0
35346,Georgia,2022-07-19,16581.0,1766.0
43566,Carolina del Norte,2022-07-19,16977.0,1435.0
44365,Luisiana,2022-07-19,8824.0,592.0
37155,Nuevo México,2022-07-19,2962.0,235.0
38453,Puerto Rico,2022-07-19,5524.0,384.0
35398,Idaho,2022-07-19,2126.0,189.0
36089,Ohio,2022-07-19,20510.0,1447.0
43682,Oregón,2022-07-19,5289.0,593.0
43572,Illinois,2022-07-19,20304.0,1426.0
43956,Florida,2022-07-19,43647.0,4543.0
44678,Wyoming,2022-07-19,725.0,42.0
39982,Kansas,2022-07-19,4839.0,284.0
42959,Texas,2022-07-19,45996.0,3946.0
41169,Minnesota,2022-07-19,7606.0,466.0
39579,Dakota del Norte,2022-07-19,1476.0,84.0
41251,California,2022-07-19,48569.0,5194.0
43002,Nevada,2022-07-19,6051.0,491.0
38918,Virginia Occidental,2022-07-19,4720.0,357.0
45200,Alaska,2022-07-19,1380.0,93.0
41317,Massachusetts,2022-07-19,13965.0,674.0
35999,Misisipi,2022-07-19,5122.0,472.0
38988,Misuri,2022-07-19,12440.0,1055.0
46298,Nuevo Hampshire,2022-07-19,2217.0,108.0
34842,Wisconsin,2022-07-19,8304.0,531.0
334,Islas Virgenes,2022-07-19,94.0,10.0
34679,Montana,2022-07-19,1793.0,117.0
41449,Pensilvania,2022-07-19,24505.0,1668.0
34932,carolina del Sur,2022-07-19,8066.0,507.0
36906,Virginia,2022-07-19,12465.0,840.0
34618,Connecticut,2022-07-19,5777.0,348.0
35921,Maryland,2022-07-19,8638.0,737.0
36969,Nueva Jersey,2022-07-19,15292.0,1097.0
46285,Utah,2022-07-19,3806.0,234.0
36363,Arizona,2022-07-19,11342.0,742.0
42450,Arkansas,2022-07-19,5662.0,500.0
40549,Indiana,2022-07-19,11505.0,752.0
34771,Oklahoma,2022-07-19,6660.0,446.0
40486,Delaware,2022-07-19,2172.0,212.0
45505,Nueva York,2022-07-19,35793.0,3036.0
44669,Colorado,2022-07-19,7125.0,361.0
40700,Vermont,2022-07-19,994.0,26.0
35256,Maine,2022-07-19,2157.0,150.0
42181,Nebraska,2022-07-19,3112.0,204.0
44973,Míchigan,2022-07-19,17212.0,963.0
37889,Hawái,2022-07-19,1946.0,196.0
40873,Tennessee,2022-07-19,13759.0,866.0
37091,Washington DC,2022-07-19,2734.0,216.0
37585,Iowa,2022-07-19,4681.0,254.0
40192,Samoa Estadounidense,2022-07-19,65.0,7.0
45339,Alabama,2022-07-19,10865.0,821.0
34670,Kentucky,2022-07-19,8782.0,671.0
43816,Maryland,2022-07-18,8294.0,739.0
335,Samoa Estadounidense,2022-07-18,56.0,9.0
42127,Wyoming,2022-07-18,685.0,41.0
41709,Arkansas,2022-07-18,5372.0,504.0
46199,Minnesota,2022-07-18,7236.0,472.0
41814,Nevada,2022-07-18,5959.0,485.0
39405,Pensilvania,2022-07-18,23737.0,1527.0
46129,Rhode Island,2022-07-18,1996.0,65.0
36888,Wisconsin,2022-07-18,7883.0,495.0
336,Islas Virgenes,2022-07-18,90.0,7.0
43909,Alabama,2022-07-18,10445.0,810.0
39949,Nueva York,2022-07-18,34671.0,2995.0
34259,Nueva Jersey,2022-07-18,14625.0,1075.0
44240,Carolina del Norte,2022-07-18,16574.0,1401.0
35977,Idaho,2022-07-18,2006.0,187.0
40432,Montana,2022-07-18,1700.0,117.0
40764,Maine,2022-07-18,2119.0,147.0
40267,Hawái,2022-07-18,1952.0,188.0
35671,Arizona,2022-07-18,10915.0,808.0
46292,Virginia Occidental,2022-07-18,4553.0,358.0
44067,Colorado,2022-07-18,6717.0,349.0
41212,Vermont,2022-07-18,967.0,18.0
40072,Connecticut,2022-07-18,5507.0,349.0
45310,Iowa,2022-07-18,4493.0,244.0
41342,Kansas,2022-07-18,4607.0,246.0
38470,Dakota del Sur,2022-07-18,1428.0,74.0
35596,carolina del Sur,2022-07-18,7780.0,502.0
38345,Kentucky,2022-07-18,8378.0,695.0
46242,California,2022-07-18,47002.0,5063.0
41446,Tennessee,2022-07-18,13626.0,879.0
34564,Virginia,2022-07-18,12007.0,818.0
42336,Puerto Rico,2022-07-18,5331.0,349.0
38173,Nebraska,2022-07-18,2967.0,222.0
37040,Washington,2022-07-18,9312.0,893.0
36183,Luisiana,2022-07-18,8600.0,585.0
35252,Dakota del Norte,2022-07-18,1373.0,76.0
42682,Washington DC,2022-07-18,2626.0,220.0
46037,Delaware,2022-07-18,2102.0,213.0
36234,Utah,2022-07-18,3459.0,249.0
44414,Nuevo México,2022-07-18,2912.0,228.0
42576,Oregón,2022-07-18,5173.0,567.0
34974,Alaska,2022-07-18,1356.0,84.0
42868,Míchigan,2022-07-18,16603.0,923.0
35374,Illinois,2022-07-18,19254.0,1417.0
36558,Ohio,2022-07-18,19445.0,1414.0
45096,Oklahoma,2022-07-18,6278.0,420.0
36042,Misuri,2022-07-18,11865.0,967.0
38648,Misisipi,2022-07-18,4959.0,460.0
37747,Georgia,2022-07-18,16269.0,1648.0
36651,Florida,2022-07-18,42029.0,4520.0
45105,Massachusetts,2022-07-18,13548.0,654.0
44376,Indiana,2022-07-18,10858.0,707.0
44402,Nuevo Hampshire,2022-07-18,2138.0,102.0
43687,Texas,2022-07-18,44583.0,3850.0
37472,Washington DC,2022-07-17,2615.0,196.0
37914,Maryland,2022-07-17,9319.0,729.0
38049,carolina del Sur,2022-07-17,8386.0,501.0
34615,Connecticut,2022-07-17,5969.0,366.0
38790,Kansas,2022-07-17,4775.0,241.0
34376,Florida,2022-07-17,44745.0,4310.0
39012,Nueva Jersey,2022-07-17,16486.0,1095.0
41017,Hawái,2022-07-17,2048.0,195.0
43961,Míchigan,2022-07-17,16821.0,884.0
36639,Idaho,2022-07-17,2146.0,184.0
37950,Wyoming,2022-07-17,716.0,33.0
39940,Arizona,2022-07-17,11728.0,765.0
43612,Tennessee,2022-07-17,14326.0,871.0
44118,Nevada,2022-07-17,6552.0,476.0
46596,Nebraska,2022-07-17,3192.0,196.0
38142,Carolina del Norte,2022-07-17,17494.0,1332.0
46421,Islas Virgenes,2022-07-17,88.0,7.0
46424,Oregón,2022-07-17,5231.0,572.0
42976,Washington,2022-07-17,9929.0,896.0
34120,Misuri,2022-07-17,13316.0,961.0
41061,Alaska,2022-07-17,1452.0,91.0
36381,Dakota del Norte,2022-07-17,1650.0,70.0
46341,Luisiana,2022-07-17,8432.0,543.0
36195,Virginia Occidental,2022-07-17,4439.0,341.0
38855,Utah,2022-07-17,4034.0,235.0
38890,Puerto Rico,2022-07-17,5467.0,343.0
43377,Nuevo México,2022-07-17,2936.0,232.0
42693,Texas,2022-07-17,48171.0,3750.0
44538,Alabama,2022-07-17,10563.0,750.0
42460,Nuevo Hampshire,2022-07-17,2224.0,98.0
41594,Montana,2022-07-17,1893.0,118.0
41761,Maine,2022-07-17,2190.0,152.0
44463,Georgia,2022-07-17,16678.0,1514.0
41889,Indiana,2022-07-17,11837.0,692.0
40473,California,2022-07-17,48939.0,4981.0
34276,Minnesota,2022-07-17,7399.0,471.0
37143,Vermont,2022-07-17,947.0,21.0
337,Samoa Estadounidense,2022-07-17,57.0,7.0
45102,Arkansas,2022-07-17,6131.0,464.0
38085,Ohio,2022-07-17,21452.0,1349.0
36642,Virginia,2022-07-17,12705.0,800.0
42314,Oklahoma,2022-07-17,6857.0,399.0
45463,Wisconsin,2022-07-17,8247.0,493.0
39286,Iowa,2022-07-17,4520.0,254.0
34809,Nueva York,2022-07-17,37847.0,2857.0
36470,Massachusetts,2022-07-17,15237.0,657.0
35526,Pensilvania,2022-07-17,26116.0,1492.0
42634,Kentucky,2022-07-17,9030.0,674.0
46042,Delaware,2022-07-17,2545.0,199.0
45230,Illinois,2022-07-17,20614.0,1413.0
34711,Dakota del Sur,2022-07-17,1452.0,79.0
44300,Colorado,2022-07-17,7621.0,347.0
44618,Rhode Island,2022-07-17,1988.0,64.0
44237,Misisipi,2022-07-17,5434.0,431.0
45891,Rhode Island,2022-07-16,1999.0,67.0
40809,Colorado,2022-07-16,7840.0,331.0
41035,Nueva Jersey,2022-07-16,16744.0,1068.0
35283,Texas,2022-07-16,49210.0,3726.0
43253,Florida,2022-07-16,45457.0,4235.0
43370,Míchigan,2022-07-16,17266.0,878.0
44747,Alabama,2022-07-16,10830.0,754.0
46362,Delaware,2022-07-16,2565.0,203.0
40686,Oregón,2022-07-16,5334.0,565.0
35702,Massachusetts,2022-07-16,15411.0,640.0
40555,Alaska,2022-07-16,1484.0,93.0
40558,Georgia,2022-07-16,17848.0,1623.0
40229,Carolina del Norte,2022-07-16,17727.0,1317.0
36143,Iowa,2022-07-16,4598.0,247.0
46354,Misisipi,2022-07-16,5540.0,445.0
40447,Dakota del Sur,2022-07-16,1457.0,83.0
36591,Virginia Occidental,2022-07-16,4506.0,341.0
38223,Washington,2022-07-16,10185.0,906.0
45437,Luisiana,2022-07-16,8565.0,507.0
43358,carolina del Sur,2022-07-16,8635.0,475.0
35803,Washington DC,2022-07-16,2724.0,210.0
44464,Nuevo México,2022-07-16,3009.0,225.0
38774,Idaho,2022-07-16,2177.0,183.0
39620,Connecticut,2022-07-16,6158.0,347.0
36124,Nueva York,2022-07-16,38156.0,2844.0
35906,Nebraska,2022-07-16,3223.0,186.0
35423,Kansas,2022-07-16,4974.0,234.0
36571,Misuri,2022-07-16,13714.0,1005.0
43483,Tennessee,2022-07-16,14300.0,808.0
338,Islas Virgenes,2022-07-16,86.0,5.0
38441,Nuevo Hampshire,2022-07-16,2302.0,86.0
39040,Utah,2022-07-16,4336.0,240.0
43778,Oklahoma,2022-07-16,7116.0,386.0
39589,Minnesota,2022-07-16,7664.0,484.0
45173,Wyoming,2022-07-16,776.0,34.0
45150,Wisconsin,2022-07-16,8456.0,495.0
38000,Kentucky,2022-07-16,9235.0,674.0
36543,Puerto Rico,2022-07-16,5723.0,351.0
44122,Maine,2022-07-16,2229.0,145.0
45070,Ohio,2022-07-16,22091.0,1292.0
44761,Indiana,2022-07-16,12070.0,633.0
35086,Arizona,2022-07-16,12088.0,725.0
45269,Dakota del Norte,2022-07-16,1679.0,71.0
34570,Vermont,2022-07-16,968.0,19.0
35646,Samoa Estadounidense,2022-07-16,59.0,8.0
37681,Montana,2022-07-16,1921.0,108.0
35136,Nevada,2022-07-16,6608.0,493.0
46254,Maryland,2022-07-16,9459.0,743.0
43994,Hawái,2022-07-16,2069.0,185.0
41385,Illinois,2022-07-16,21173.0,1373.0
40109,Pensilvania,2022-07-16,26639.0,1524.0
44028,California,2022-07-16,50052.0,4909.0
41281,Virginia,2022-07-16,12861.0,774.0
35360,Arkansas,2022-07-16,6316.0,467.0
36018,Kentucky,2022-07-15,9616.0,679.0
37876,Oklahoma,2022-07-15,7551.0,415.0
44560,Georgia,2022-07-15,18367.0,1648.0
34184,Puerto Rico,2022-07-15,5800.0,390.0
35905,Washington,2022-07-15,10445.0,907.0
45640,Wyoming,2022-07-15,788.0,31.0
44661,Dakota del Sur,2022-07-15,1588.0,83.0
44531,Maine,2022-07-15,2235.0,148.0
38546,Carolina del Norte,2022-07-15,18081.0,1344.0
42642,Alaska,2022-07-15,1483.0,89.0
38915,Vermont,2022-07-15,950.0,17.0
38983,Arkansas,2022-07-15,6529.0,471.0
34959,Tennessee,2022-07-15,14844.0,841.0
339,Islas Virgenes,2022-07-15,82.0,6.0
45052,Arizona,2022-07-15,12331.0,744.0
36697,Nebraska,2022-07-15,3357.0,197.0
42802,Virginia Occidental,2022-07-15,4754.0,353.0
46004,Luisiana,2022-07-15,8803.0,528.0
39076,Nevada,2022-07-15,6957.0,562.0
36346,Texas,2022-07-15,50349.0,3836.0
34839,Montana,2022-07-15,2047.0,122.0
42547,Virginia,2022-07-15,13273.0,817.0
45276,Dakota del Norte,2022-07-15,1736.0,80.0
39262,Kansas,2022-07-15,5154.0,243.0
42411,Alabama,2022-07-15,11229.0,766.0
45257,Nuevo Hampshire,2022-07-15,2339.0,96.0
46234,Idaho,2022-07-15,2240.0,181.0
46530,Utah,2022-07-15,4376.0,243.0
41540,Maryland,2022-07-15,9685.0,685.0
42063,Illinois,2022-07-15,22059.0,1411.0
41582,Colorado,2022-07-15,8008.0,346.0
41879,Massachusetts,2022-07-15,15778.0,671.0
41877,Nueva Jersey,2022-07-15,17398.0,1130.0
46485,Wisconsin,2022-07-15,8792.0,510.0
41194,Indiana,2022-07-15,12451.0,624.0
36845,Iowa,2022-07-15,4829.0,249.0
41693,Oregón,2022-07-15,5469.0,583.0
40867,carolina del Sur,2022-07-15,8893.0,475.0
43955,Pensilvania,2022-07-15,27344.0,1503.0
40697,Misuri,2022-07-15,14182.0,990.0
36394,Washington DC,2022-07-15,2842.0,220.0
43752,Misisipi,2022-07-15,5721.0,458.0
45810,Ohio,2022-07-15,23164.0,1299.0
38472,Nuevo México,2022-07-15,3068.0,239.0
37741,Minnesota,2022-07-15,7985.0,470.0
40771,Florida,2022-07-15,46909.0,4373.0
37725,Delaware,2022-07-15,2636.0,200.0
38637,California,2022-07-15,51119.0,4946.0
36459,Samoa Estadounidense,2022-07-15,54.0,7.0
36438,Nueva York,2022-07-15,39483.0,2885.0
37073,Rhode Island,2022-07-15,2013.0,54.0
34032,Míchigan,2022-07-15,17842.0,878.0
34064,Hawái,2022-07-15,2087.0,198.0
43830,Connecticut,2022-07-15,6417.0,364.0
34281,Georgia,2022-07-14,18669.0,1627.0
44551,Illinois,2022-07-14,22457.0,1442.0
36530,California,2022-07-14,51001.0,4891.0
41618,Nuevo Hampshire,2022-07-14,2392.0,102.0
34315,Oregón,2022-07-14,5537.0,602.0
46471,carolina del Sur,2022-07-14,8981.0,486.0
41559,Texas,2022-07-14,50707.0,3811.0
36317,Oklahoma,2022-07-14,7737.0,410.0
34070,Dakota del Sur,2022-07-14,1542.0,79.0
39916,Wyoming,2022-07-14,796.0,32.0
41516,Indiana,2022-07-14,12869.0,686.0
44588,Nevada,2022-07-14,7002.0,594.0
45478,Dakota del Norte,2022-07-14,1766.0,75.0
40023,Washington DC,2022-07-14,2832.0,209.0
40932,Maryland,2022-07-14,9870.0,744.0
37448,Vermont,2022-07-14,944.0,12.0
34109,Nuevo México,2022-07-14,3036.0,239.0
46322,Misuri,2022-07-14,14096.0,1003.0
45322,Luisiana,2022-07-14,9075.0,553.0
39964,Colorado,2022-07-14,8157.0,356.0
45681,Utah,2022-07-14,4343.0,261.0
340,Islas Virgenes,2022-07-14,81.0,8.0
35303,Washington,2022-07-14,10476.0,865.0
45027,Idaho,2022-07-14,2252.0,183.0
42982,Carolina del Norte,2022-07-14,18326.0,1399.0
45945,Florida,2022-07-14,47445.0,4425.0
43116,Pensilvania,2022-07-14,27358.0,1475.0
43415,Delaware,2022-07-14,2662.0,200.0
44941,Samoa Estadounidense,2022-07-14,56.0,10.0
38639,Nueva Jersey,2022-07-14,17434.0,1148.0
45057,Wisconsin,2022-07-14,8996.0,516.0
37127,Montana,2022-07-14,2037.0,107.0
38550,Kansas,2022-07-14,5261.0,252.0
35533,Alaska,2022-07-14,1506.0,86.0
35534,Nebraska,2022-07-14,3461.0,197.0
44294,Virginia,2022-07-14,13386.0,824.0
44055,Connecticut,2022-07-14,6451.0,334.0
37340,Tennessee,2022-07-14,15180.0,856.0
38963,Alabama,2022-07-14,11362.0,773.0
34860,Arizona,2022-07-14,12283.0,738.0
42325,Rhode Island,2022-07-14,2002.0,51.0
36937,Misisipi,2022-07-14,5878.0,423.0
39715,Puerto Rico,2022-07-14,5968.0,395.0
37578,Hawái,2022-07-14,2071.0,206.0
39600,Míchigan,2022-07-14,17936.0,891.0
37181,Maine,2022-07-14,2303.0,137.0
42203,Minnesota,2022-07-14,8061.0,475.0
34856,Kentucky,2022-07-14,9693.0,672.0
39365,Ohio,2022-07-14,23243.0,1309.0
42369,Nueva York,2022-07-14,39930.0,2947.0
42402,Arkansas,2022-07-14,6530.0,479.0
42407,Massachusetts,2022-07-14,15872.0,663.0
42510,Iowa,2022-07-14,4860.0,236.0
42101,Virginia Occidental,2022-07-14,4782.0,363.0
44962,Connecticut,2022-07-13,6399.0,356.0
36001,Washington DC,2022-07-13,2795.0,210.0
36176,Virginia,2022-07-13,13549.0,829.0
37405,California,2022-07-13,50672.0,4812.0
44704,Tennessee,2022-07-13,15023.0,873.0
37547,Alaska,2022-07-13,1205.0,71.0
36076,Nueva Jersey,2022-07-13,17520.0,1117.0
35103,Maryland,2022-07-13,9846.0,731.0
34685,Wyoming,2022-07-13,717.0,27.0
41071,Delaware,2022-07-13,2642.0,206.0
35361,Dakota del Sur,2022-07-13,1581.0,84.0
39265,Idaho,2022-07-13,2285.0,195.0
42983,Rhode Island,2022-07-13,2039.0,57.0
42986,Wisconsin,2022-07-13,9113.0,507.0
341,Islas Virgenes,2022-07-13,92.0,9.0
35402,Carolina del Norte,2022-07-13,18267.0,1355.0
40232,Míchigan,2022-07-13,18017.0,881.0
43652,Hawái,2022-07-13,2079.0,204.0
39868,Alabama,2022-07-13,11339.0,780.0
36829,Arizona,2022-07-13,12242.0,747.0
38862,Kentucky,2022-07-13,9977.0,628.0
46361,Dakota del Norte,2022-07-13,1759.0,68.0
39614,Utah,2022-07-13,4381.0,261.0
41874,Iowa,2022-07-13,4862.0,222.0
44053,Minnesota,2022-07-13,8174.0,478.0
38513,Florida,2022-07-13,47442.0,4454.0
38292,Oklahoma,2022-07-13,7636.0,414.0
45793,Samoa Estadounidense,2022-07-13,55.0,8.0
43980,Misuri,2022-07-13,14174.0,968.0
35568,Ohio,2022-07-13,23418.0,1251.0
41306,Oregón,2022-07-13,5536.0,629.0
37142,carolina del Sur,2022-07-13,8859.0,478.0
45909,Virginia Occidental,2022-07-13,4784.0,367.0
42903,Arkansas,2022-07-13,6544.0,452.0
46101,Nueva York,2022-07-13,39931.0,2895.0
42231,Texas,2022-07-13,50406.0,3709.0
39186,Washington,2022-07-13,10487.0,874.0
37952,Montana,2022-07-13,2027.0,100.0
44568,Vermont,2022-07-13,935.0,13.0
40568,Misisipi,2022-07-13,5894.0,422.0
46062,Indiana,2022-07-13,12855.0,663.0
34598,Puerto Rico,2022-07-13,5573.0,395.0
36682,Illinois,2022-07-13,22226.0,1409.0
43510,Pensilvania,2022-07-13,27662.0,1534.0
40430,Colorado,2022-07-13,8231.0,385.0
39379,Nuevo México,2022-07-13,3082.0,207.0
38680,Nuevo Hampshire,2022-07-13,2375.0,95.0
42834,Kansas,2022-07-13,5175.0,238.0
42146,Nevada,2022-07-13,6868.0,554.0
38062,Maine,2022-07-13,2300.0,122.0
42857,Luisiana,2022-07-13,9126.0,555.0
46564,Massachusetts,2022-07-13,15785.0,637.0
34345,Georgia,2022-07-13,18630.0,1606.0
42902,Nebraska,2022-07-13,3466.0,203.0
39833,Maryland,2022-07-12,8604.0,727.0
43362,Washington DC,2022-07-12,2706.0,190.0
43340,Montana,2022-07-12,1774.0,92.0
37542,Carolina del Norte,2022-07-12,16884.0,1322.0
